crop,rainfall,temperature,humidity,ph,N,P,K,yield_category
rice,4406.0,31.489462263598238,82.15832772429215,5.383188281241479,57.59141013767434,74.61625967356959,19.200031512280287,Low
maize,1419.1,36.83657553516544,72.10424732522502,8.380428340826542,102.31229460775295,44.66039136175748,20.86403883081706,Low
maize,1419.1,22.79544753252579,83.00779874368776,5.611747457591781,57.01719992794404,61.53526128264087,46.76679787048208,High
maize,1419.1,35.905346237197804,81.34608458177122,7.26810611319325,53.8047370783387,37.947745424599766,64.02924904927747,High
rice,1419.1,24.032546400954892,84.16511395768104,5.859090618886256,23.027738973918886,60.95616174296698,28.573615904351914,High
rice,1419.1,23.27311885731409,68.49044365225437,7.511464839269875,54.03669649657687,20.360114370437522,11.350236070646705,Medium
rice,1419.1,23.285315958619858,47.71784850064333,7.718874785340984,66.80294793897781,32.82985511026486,39.84038476433144,Medium
banana,2989.7,36.29149440462764,76.91366103588288,7.356969051190014,7.587997654298944,52.56709991102111,61.10826808699517,Low
maize,2989.7,33.303944413924,74.12605817785838,7.150748110893174,56.07299559517174,6.361847420530912,21.62478823155412,Medium
rice,2989.7,30.461308495382386,80.82392529594979,8.12364182883204,94.85596511544803,59.18459827542155,21.494341102953065,Medium
rice,2989.7,27.17660968247005,49.34345533279044,5.275193488464153,83.20529648304104,67.6651625951125,76.04202705100332,Medium
rice,2989.7,37.544010816262166,50.72363599451591,6.158201680230683,78.04305371935253,34.93562458204636,76.56152953393834,Medium
banana,986.2,27.84890214845271,88.97252344706307,5.869006178707961,109.59887427027829,38.595681288287324,79.28492990461822,High
maize,986.2,36.33198878943154,81.24877891486389,8.458048867228975,7.073681129901451,68.84616591623983,65.57447011810851,Low
maize,986.2,28.78269817140437,89.95256687851776,6.362864228834058,69.06047241210693,63.174097649452506,19.113812687595917,Medium
rice,986.2,27.538888588498153,81.72934266401563,7.564144447341396,95.54511756711632,26.611211677503125,20.898614059944602,High
rice,986.2,29.25359571339213,72.8435418294666,7.396538073583516,67.25356901064573,29.298207992115422,30.5168931141794,High
rice,986.2,26.02755748328284,75.97730053653305,5.742284331170822,42.247988546743606,55.91586742929475,28.859939850011813,High
banana,899.2,34.95218760352502,88.90203581670055,5.83649188074043,20.668814985577455,47.23985693361209,76.73958118085068,Medium
maize,899.2,30.054407801849585,71.83437149815673,5.984495972435619,107.06975325886201,17.16721783223727,64.18054871612702,Medium
maize,899.2,24.644253902936345,74.7815228380613,6.438945473907827,59.13767512457434,28.24474319218748,59.300659412116545,High
rice,899.2,37.991491465491364,48.606219380198034,5.820137729776844,105.98324765335566,72.49874576589906,18.947241804359884,Low
rice,899.2,27.67782442746423,66.06566710638565,5.0687801896139675,72.37299407981436,56.61308275416975,73.21441695217472,Medium
banana,1317.0,30.871057222279774,79.40184115769544,8.077875698825185,82.5320934107251,78.94807382641396,67.09027846296303,Medium
rice,1317.0,38.12944221929094,54.901848407400095,8.379634409833095,97.49003275352176,62.525939748557704,17.273138099594277,Low
rice,1317.0,32.48475991827984,51.12397992884942,6.195496354610488,80.80288762901546,75.64808241076926,70.33777489707293,High
rice,1317.0,22.337960814167282,57.260474452342855,6.184774077989156,50.77630667807784,21.214143040285656,25.418565227785347,High
banana,2084.7,38.796642472269504,53.28253453960584,5.024821344710299,64.06783915179486,62.86136561126943,11.065230937407954,Low
jute,2084.7,32.55416106142836,51.820195037001774,7.380877409156309,97.35023533772619,6.516314011084807,54.26167298856575,Medium
maize,2084.7,26.698112293141723,63.36679635774478,7.8890396351202,47.969784082893185,55.30700162836504,54.0353494538248,High
rice,2084.7,22.785441453267744,89.93111826359439,5.513129051260011,49.63396752837716,40.1961708590181,12.119900717421357,Medium
rice,2084.7,35.88050378540592,67.8882805706295,5.5588322227850275,16.004363346670132,31.007005394005148,28.91388567024368,Low
rice,2084.7,32.40145511857027,50.335620944842766,7.765291374900032,110.17721005050099,69.68032642198168,79.4610846691654,Medium
banana,3844.4,30.66922183952643,44.233441815948076,7.1570176192395065,15.4691762187258,69.0700769493148,55.882000025655266,Low
jute,3844.4,37.87785166101915,78.28858798258588,5.15701195169701,79.54405540658392,6.672627867398269,59.75563749524969,Low
maize,3844.4,35.77194422449061,61.05393204400133,7.178914466617986,52.51736506232174,50.712884183707324,20.968796420322924,High
rice,3844.4,23.033497594655024,85.20070206219475,6.081212029953181,51.64622987937587,32.58741682407173,10.908655325293573,Medium
rice,3844.4,26.234441355910967,76.27309227524236,6.290538044147961,83.14846120585865,36.17457511253369,25.767626730570324,High
rice,3844.4,24.969782796289316,83.79327977977528,7.694059964039081,12.715779252436054,67.4030554414082,23.6673788894894,Medium
banana,4489.5,34.87892585145354,54.95703216801468,7.838273174354137,73.27616503941498,28.23798286457587,22.590807556103982,Medium
rice,4489.5,20.670648694715588,78.0797407353582,6.4012481939394075,93.7836553868208,75.7286607978215,19.456574141527966,Medium
rice,4489.5,31.39779369742633,54.523409158154536,8.315035276022241,100.24446715695834,18.472536977910558,48.10667679915532,Low
maize,1422.3,35.24917371481381,91.64876636976604,6.422619512832252,24.61099478028416,54.70418175261333,29.607760688136633,High
maize,1422.3,37.53531273523499,75.00058548433559,7.701426123305385,108.20319075898998,55.40788002603235,66.52587612856479,Medium
maize,1422.3,26.841634974318147,57.84814900964382,6.693570425974906,80.45680056245585,23.914637107093863,18.7960563385538,Medium
rice,1422.3,36.42514609344026,54.823152426075,8.141363142827295,106.41330209437852,29.35629567254015,39.847030315140834,Low
rice,1422.3,22.212634739104146,50.50096217894039,8.177164352775625,60.8072824676728,67.60988694349552,6.024337731955999,Low
rice,1422.3,36.92904583469036,78.20525273915503,5.305958827548793,67.33383468617824,62.13539412162143,41.1261741841394,Low
banana,3119.2,22.54977324663965,52.029358714886,8.27772665958579,110.68940185829717,29.68219102360697,9.187866565735579,Low
maize,3119.2,27.945745811207345,72.7416796260119,7.8893719453214555,108.48959748578726,45.04674102012004,78.32926339044828,High
rice,3119.2,35.94590731559107,54.55492648089465,7.7695875000943335,56.53850043743523,9.62602221898216,64.29440964878097,Low
rice,3119.2,22.998348546975475,76.40829196366278,5.703189688899329,36.5574526381034,20.65594117989719,41.75836074773415,High
rice,3119.2,24.58502790465283,84.82168506972965,7.817917230641328,50.214599974890376,41.43654191452993,11.494051863451269,Medium
banana,910.1,34.445051367861325,82.79138837295592,7.975464571397628,49.59289778092122,11.44803014594087,49.43340805928107,Low
maize,910.1,34.40073073092149,81.84682320119299,6.012026170589529,37.9896906230213,68.24992661689531,61.90728130264081,High
maize,910.1,32.82295265770595,50.324732313073866,8.332910274268134,35.88665449829115,58.85046575807359,19.303793975355894,Low
rice,910.1,33.878968889342005,44.86117208414853,5.174510512397075,104.02223769516773,75.7725252986371,47.61562555906181,Low
rice,910.1,30.854488866951925,78.44218556680622,5.524682386364988,13.034120878736093,57.01001794730204,66.0658173787151,Medium
rice,910.1,25.035981178139053,60.259096758689324,6.8815339831803,82.92528594145332,75.53010291966392,62.61858332347373,High
jute,1496.6,26.913919870078388,63.7790424521841,7.015273648928083,24.874305917492013,46.58844167682238,65.22440134003647,Medium
maize,1496.6,23.631954336028514,41.71320010363651,7.258025291553162,44.61817774031727,50.016395829647706,70.94925686522899,Medium
maize,1496.6,38.169011226672566,54.2767047101277,5.059391952604132,12.07744892550624,78.27282909696956,75.32615766196027,Low
maize,1496.6,31.66783589532241,41.852202213095524,8.361283711177457,36.046968238378135,53.15968601481953,35.4140866402652,Low
maize,927.5,28.017028335272798,88.35521749306862,5.1560583245695035,93.36842317848284,7.308992664555995,47.6576826892158,Low
maize,927.5,29.240116072882653,53.38681757701917,5.500716834531908,106.77676232293474,59.28520824728925,64.29946445342081,Medium
rice,927.5,38.94566679223631,70.65354432651544,5.0490508113412,30.47562246877221,72.91015191030617,57.28548604593374,Low
rice,927.5,23.067028062321604,42.14386263636217,6.984004516529332,58.30800151477601,64.66851873457449,79.66401711982842,Medium
banana,1303.7,31.724596640335946,76.6766065218112,8.262934093723402,59.087265512778735,48.787495446906696,6.02582383284831,Low
jute,1303.7,30.11777357768932,57.76650401647517,7.330815081281624,105.46116016236944,55.347763482013725,31.6349911486843,High
maize,1303.7,32.22908470869296,89.38555528267162,7.879301139681496,92.72189108071763,79.26438419387539,26.077094470265184,Medium
maize,1303.7,20.36220367641681,88.84650039137196,5.04648421210503,64.00388011232573,11.799656638200375,24.673688762415097,Low
maize,1303.7,37.44247817888303,57.89098400989613,6.897053544679041,82.13592805425394,55.043362147492964,21.68973368741643,Medium
rice,1303.7,38.64236564967224,89.55284926297574,6.608470421269327,102.44583119957719,26.254827092794535,58.184288061142176,Medium
rice,1303.7,31.30266367178418,94.78867204243284,6.746387804772776,6.096979712937669,53.00677974396275,11.356960495649139,Medium
rice,1303.7,33.93301647753785,85.39786152681714,5.2527461486731575,51.33235357075559,50.57176819129541,60.62066254575037,Medium
banana,798.9,38.449987623545915,86.4679241265376,7.395523763742576,109.33296423686404,16.509262408112157,57.00693815122051,Low
maize,798.9,34.14477268626797,53.695480485999944,6.761271452005221,90.13599854705441,20.505998430517934,23.81030993756723,Medium
rice,798.9,23.050780858285226,71.7186319371766,7.678020974514424,67.42675804841858,51.62221835324101,23.962533737387094,High
maize,1189.1,31.525767203336265,43.699075268205235,6.698517219216004,65.90912060904034,14.617246047783059,52.164543900837664,Low
maize,1156.1,32.13430092765712,45.22048652519183,5.522835726792512,44.993561224510344,24.888565634774213,62.162832911275835,Medium
maize,1156.1,28.48261342604772,94.93909366183098,7.268899339272377,64.85986136877418,67.64341608035018,70.73642098155241,Medium
maize,1156.1,34.728884712494455,57.9651587184251,5.603352267368082,80.36906793829712,29.531862950122896,68.91046728908569,Medium
maize,1156.1,38.687340295380295,81.15011516268655,8.053380971741852,53.1117494193112,41.60451172022472,77.36622456228899,Low
rice,1156.1,38.51137025813553,84.36657791647491,7.145906836742345,87.12761183510001,75.58552513593803,48.60386715023834,Medium
rice,1156.1,29.016787428082644,87.19127990539761,5.55021359244934,104.04170613494438,22.03618166277097,73.14916710052697,High
maize,2644.2,22.264760916815106,94.86955635711861,8.368183201184223,22.788757541259034,34.22195130185078,65.63849549453082,Medium
maize,2644.2,39.69682397924669,53.28230668912773,6.814279121673622,56.92790762400381,50.484333165765925,72.10007182355102,Medium
rice,2644.2,36.77796172891868,42.21929547728348,5.255144581550793,51.92231049778432,61.65041971279791,5.871995096402498,Low
maize,690.1,22.493253624065336,62.61553348970223,7.193915165452735,84.05845246571873,72.62400400345288,77.44272438993582,High
rice,690.1,38.416837652347446,47.15443684059208,5.8861961745448355,33.734758504661876,73.66047406801364,40.514762213485874,Low
maize,473.9,37.39792724124257,41.233423903913035,7.8129270815705585,78.62885521951176,63.24800557794672,64.86372421811322,Low
maize,473.9,30.376761142521442,59.82347549278174,7.862377257481667,105.91126279912112,22.124812744498282,14.540308950333564,Low
rice,473.9,31.825508714898586,83.105603809138,8.426315745491316,53.08513397626661,6.860699753192435,34.69558218604806,Low
rice,473.9,27.980054077402606,71.1399380173789,6.756543358585763,109.7668054976103,33.78304477667179,25.35954972657432,High
maize,1048.3,21.095232776440625,57.20278940656947,6.5923490790470805,119.21382997735002,15.61616382408675,26.874407787570277,Medium
maize,1048.3,26.70394483291802,75.98881030209958,7.637164619062682,17.20058574401449,58.27907355787236,14.244171496316131,Medium
rice,1048.3,36.05706897196023,52.76099991698459,5.463647297196743,31.801116618258742,54.58479401192876,65.43228744072553,Low
rice,1048.3,20.092640460092056,40.79097953396467,6.914204298275934,114.29367142044072,8.297873121609113,5.693173593580862,Low
banana,1332.5,26.669983433822885,82.0394362540035,6.911866600457978,115.20768394535948,67.74453343482134,28.437909273890188,High
jute,1332.5,27.963373871818867,74.3058696675205,5.3131559298363555,16.236336669477225,23.65574497183867,18.080790741231127,Low
maize,1332.5,30.74791205875846,81.92664434755281,6.462944299274198,6.7248275433707185,37.417030661828164,49.17792054562554,Medium
maize,1332.5,38.39711232825521,42.14159091782161,7.986496794985207,23.526502674488558,55.09503015918068,24.06893019609079,Low
maize,1332.5,26.926919887319226,86.04157953068588,7.996537676981311,119.54147008895856,37.206409013919,24.424884089607474,High
rice,1332.5,26.939064037924553,74.07394100199667,5.347331827218883,25.69995591022899,38.09658520999575,41.6253607996489,Medium
rice,1332.5,34.75002496219497,70.9867442891952,5.317523089617408,62.79297477303266,9.922099650180527,53.951677950569426,Low
banana,775.6,29.044358817796144,74.35377264629923,5.919434169506774,102.56803853950878,35.10826619450029,14.097852842387272,Medium
maize,775.6,24.49209645879964,87.54382857776002,8.061681218938977,7.346185229143729,62.36359199149876,18.16335893491221,Low
rice,775.6,29.04879032265387,72.28150786073988,5.451159047757247,74.51623295972284,73.63822528899483,23.53810584458882,Medium
maize,687.6,22.817140407595996,71.95227089384986,7.519988809196062,36.85792662000679,36.01228527975288,78.03111605884703,Medium
rice,687.6,23.527739730124466,94.48735363861712,5.354079668645861,104.16851539056913,36.768937015930916,34.78643749571903,Medium
maize,1381.6,29.967355454789594,81.62015918877124,7.1809824881173885,37.598032165369105,57.69703297427391,49.92425679732698,High
rice,1381.6,28.378508990090957,64.32615929981245,6.246235546917006,83.97690783241953,75.70790008289575,23.11571095369834,Medium
maize,962.7,38.296918021362,78.90683500181103,7.761198870380534,82.53525773145064,25.029570517952017,41.78446438681159,Medium
rice,962.7,27.24787798233266,61.40767594304837,5.817916570888773,30.471758118858602,38.010815490345266,10.558938078946854,Medium
maize,1314.8,31.61176700556087,52.58815043659244,7.237206402864859,9.001907984860264,64.69799326642259,7.60566094417452,Medium
maize,1314.8,32.64528575839061,72.82685322882676,5.824888871015597,52.063700985320686,50.72701770305289,40.155014511609515,Medium
maize,1314.8,20.261889131766672,91.05001539626733,7.497810990892538,38.25721247607502,13.293975797296604,34.8994465638809,Medium
rice,1314.8,33.27074744033421,91.10267360085045,8.05787312096262,98.03244120557649,52.07995516716993,15.266023976887077,Low
rice,1314.8,23.560719337395028,58.804790295801965,5.44380629694366,97.04188167236471,19.00597134479952,56.57010716905503,Low
maize,588.6,39.2214063493891,69.02226064219323,8.033084910084263,57.55775450215193,43.26619505588031,79.46776181744484,Low
rice,588.6,22.973254555062258,51.639974421342366,7.077513390450043,74.74890591217017,44.68274507453288,34.67351158975343,High
banana,1077.1,28.292482474540474,94.75971102243858,5.444886718034584,74.4898443384964,70.71525216687387,51.84189769380458,Medium
maize,1077.1,21.706993361572877,93.96148493273647,6.496396493758992,100.12318706917668,39.68707055093286,77.22319567733642,Medium
rice,1077.1,39.93748503691894,75.7229911339096,5.563011027197843,53.875277624167715,25.958181667692067,67.36512293351564,Medium
jute,2472.9,30.04390020662485,84.24277328226103,7.451217611032993,36.67636817590854,22.322476116202367,39.766416747701435,High
maize,2472.9,31.907700346400876,79.3305088706035,7.656038470462824,35.47901558616296,70.56889075132521,60.31171133449395,Medium
rice,2472.9,21.34152954776855,72.62370204717075,5.370287820954796,66.66211211745347,17.825814081367128,14.610128018789302,Low
jute,743.4,34.99920940798356,42.93413983438937,6.771489484431255,56.65204331420445,36.94014206623578,43.40778915978494,Medium
maize,743.4,24.198111861911716,65.01203884039636,7.85118769609071,55.61388866326766,19.037983619521025,25.92952078849524,Medium
maize,743.4,37.96108578881427,77.11324661920759,8.276570645428489,15.480793995316331,62.99780300857815,17.08727659221208,Low
rice,743.4,24.102792809640142,77.26423876360266,6.797312533596195,87.6394301793725,40.57794799809643,36.971067969090115,High
rice,743.4,23.81375441327333,60.5217440132311,8.325977282639926,29.57971911791973,31.335776791760903,14.826091582521082,Low
banana,1402.7,20.730993356961896,91.79305926619168,6.874911396596104,27.649667474002957,32.082473046985015,57.42388311308642,High
jute,1402.7,29.441338902199984,49.204636773022955,6.379666731099678,52.46720683190025,68.91606550422345,39.21800330400016,High
maize,1402.7,31.29682266525233,67.51976954185584,7.968710949935135,31.194509286047165,46.53304657208286,44.83584744234979,Medium
maize,1402.7,21.31417278856705,77.99861871029526,6.725439486603312,72.14370074042176,58.84008883484477,15.978195400111776,Medium
maize,1402.7,35.51055233390021,78.34246932404952,6.651658786975831,47.71828402346422,72.27788871880134,15.482874582012085,Medium
rice,1402.7,29.065776694960554,75.67514262228485,6.7160937129343985,56.624848098170865,72.63062570304815,48.75615764450931,Medium
rice,1402.7,30.4878053865516,55.14085173985231,7.963747506544109,66.77447198446332,29.638179075339735,78.87573108720846,Medium
banana,458.9,28.81525493876456,48.59136127776421,7.911795395908182,28.406585085407556,76.4338447359789,12.21879374282942,Low
maize,458.9,28.01526121750652,74.9767179754691,6.41231997354074,22.911436629535928,6.865691151095408,26.429857142433594,Medium
rice,458.9,31.19280662616436,72.96161638766907,6.1665495095468374,106.24851883046455,33.26266707621242,70.20943374034157,Medium
maize,344.0,23.10480491861425,49.864580565908255,6.721748084136952,54.87822582561342,72.18491431316312,10.420400919142772,Medium
rice,344.0,23.63856260990542,78.78265300638098,7.004703784079881,52.390765107742006,25.59776598627372,70.69142910252135,High
maize,1144.9,37.235712420270346,65.0344595453511,5.834180237197989,9.09539728137677,25.481108774098878,44.32144875310634,Low
rice,1144.9,38.922309242672654,76.72683253817341,7.778842796504567,62.26727479755022,27.696671381141652,35.620008044481935,Medium
banana,1203.8,27.46618632559506,86.0551893873583,6.7026896800634805,68.729517985265,50.923503863519166,28.226042326359188,High
maize,1203.8,25.414893462871078,49.33506357173077,6.1691594194698585,69.26670015978665,37.874958171076536,27.283786859588144,High
maize,1203.8,32.87999086478031,41.052967739826016,5.373873475373967,86.3085844721317,59.50511272650069,27.935193683710906,Low
maize,1203.8,28.17468342196193,82.85064225176828,5.835958061412624,25.410411023966354,72.11829819234994,71.36023107201468,High
rice,1203.8,20.507727113206897,73.53335838339387,8.322484101145943,34.00566043652117,55.56495312071455,59.284642263108914,Medium
rice,1203.8,23.12305194732381,78.4801763292167,6.067848903868343,98.23400350149745,20.33500401481816,55.229225587336295,High
rice,1203.8,34.31944457694795,86.09852362437533,5.591007512784624,113.92462093699031,74.95114267703767,64.90618617140007,Medium
maize,1222.9,33.17847883820303,84.15460141534753,6.612354770792476,20.632265947241873,24.836965501060888,24.283599725310875,Medium
rice,1222.9,20.541919850069668,92.85060808108535,6.074807101760871,62.22969876810009,16.242072149611857,51.35321090613168,Medium
maize,1166.5,24.43944323865899,69.4764293368665,5.1230573759491795,29.630269065052488,11.747545914572068,39.50496792184632,Low
maize,1166.5,24.62149593176143,66.8672597962948,6.1310082604779605,11.90841436082298,47.25378054996242,63.6831226400145,Medium
maize,1166.5,33.437854871974565,62.103795993990154,6.90438018378814,42.43288388450557,13.532184686048886,28.194208285496412,Medium
rice,1166.5,20.394210755087283,48.45300735643125,6.930993302069885,21.524076896184464,15.408191308447307,53.23839626524218,Medium
rice,1166.5,22.082171639691477,71.49339780851123,6.24795622411911,86.64230344493832,27.50228604466225,71.16593088629851,High
jute,1782.2,35.99832170746379,55.23568883792883,6.565559646884102,66.37842257221611,26.123975726334788,35.16128571461965,Medium
maize,1782.2,23.570893241086672,90.67191317171364,8.379312713821683,21.54096416388575,50.317963274910674,9.996656552559608,Low
rice,1782.2,33.054922157037495,72.07549423524037,6.32071967030609,6.062782666634153,66.25589596045111,43.703811675634455,Medium
jute,1484.3,24.76365562093453,72.60620992794605,5.903793846409941,97.93806063778446,62.10122421521693,30.947936585526946,High
maize,1484.3,21.988827855186905,59.520856348235554,5.8521346542336605,25.262356708888465,24.686334103735756,55.416903541038124,Medium
maize,1484.3,24.86344381998908,42.85941435877391,6.60217614446447,74.71491385538809,23.398287348948493,76.32746935614546,Medium
rice,1484.3,34.44533863711318,41.745907095514376,7.658320520509305,43.74602000382574,77.43436475802257,41.42062384976352,Low
rice,1484.3,37.11392936212572,63.28343292842587,5.720958644659656,72.33088290622909,5.61771811939701,39.964267261665036,Low
rice,1484.3,36.604397291339836,44.651095795348084,7.482536444992688,41.300167102967265,70.97903997951619,54.09386001435952,Low
maize,364.4,27.943670592369095,73.37658255470765,5.074024381722957,14.998049479609229,19.97963893418037,12.762312769517576,Low
rice,364.4,33.36170273141292,88.45351531018116,6.4662654229438115,30.639250984141665,76.04632423173258,24.012964169376097,High
banana,922.8,24.09968590831642,88.56031490852972,7.715527728209754,26.626735145093694,30.673046362063978,73.92344941252989,High
maize,922.8,25.862954605220267,76.24749755727278,6.1855653452105095,54.222225530559044,38.026383041993924,55.24569600228247,High
rice,922.8,37.9267163704224,51.617750731011206,6.973079855058899,80.70263509400809,58.034046045828575,6.0083032987562195,Low
jute,883.4,20.26003847021472,87.46482572473796,5.717427314890688,35.33769861883112,49.075178860494525,20.34691044192649,Low
maize,883.4,21.71017061708936,88.73513894222646,7.596983868941603,6.388042559571065,28.84544972801171,56.21279495216743,Medium
maize,883.4,24.157725102920544,50.81594717241273,5.182976861440658,64.67779689044704,46.537318690086764,62.329940192193064,Medium
rice,883.4,20.530644077476396,80.55843471738726,7.983899257064252,74.6623412762818,59.80301632721647,67.98946795055315,High
rice,883.4,23.628708701795947,55.75857519099176,5.6936873524758385,115.73010681020811,8.175120942686906,26.913260253653366,Low
banana,1207.0,31.66083121939384,84.14521717941113,8.060393110979158,72.78914235572338,5.839947894177809,74.8271447208172,Low
jute,1207.0,28.428491011849957,94.84808449469816,6.233852344551811,59.184844328486314,39.35502043046685,46.47101701834193,High
maize,1207.0,37.8534342215395,41.651430293116604,7.529392510660703,70.94118697823593,14.887746335263564,57.24042667909197,Low
maize,1207.0,36.34887123476882,89.35512261850126,6.11728854225166,111.7085724341331,54.82582185985358,49.7554147084931,Medium
maize,1207.0,26.83634703395752,74.2446793479262,8.170690849321266,100.26348674418932,21.053934217057563,14.205504100596535,Low
rice,1207.0,25.188468668625852,93.53604405406517,5.44322993931431,42.14255433683792,37.46383300967532,77.23359945386599,Medium
rice,1207.0,27.59384816334534,65.57552346395352,5.624819262454095,32.28425182057079,19.82532026557017,14.215668492061448,Medium
rice,1207.0,31.805898850296153,86.60633618142555,6.725605438055808,35.20286542209847,46.13626893118433,24.11614673083877,Medium
maize,896.4,25.361272816457525,43.43167377290525,5.286784536633512,63.0084195672495,13.704009453842668,66.02209101672352,Low
rice,896.4,32.48297815698268,58.440347754306266,5.685930646456167,90.56568689128645,6.73301395906102,51.39477211258261,Low
banana,379.7,28.18823304382481,43.68590957631655,8.30318233774205,62.87020882604064,8.834872858002289,67.86118740322678,Low
maize,379.7,31.040943617039606,93.64387234134888,8.417713814017604,12.796585520232949,76.56938311364824,43.680214128053365,Low
rice,379.7,28.722530582706334,84.93356489995102,6.316907652656477,88.21178055059781,15.671466395820186,33.274492652497614,Medium
rice,379.7,25.889315190838353,86.89010816852837,8.231501073548774,97.68656479715969,58.13586898526264,74.13841246608386,Medium
maize,383.7,38.96906613924313,91.58808772886418,6.906886364857011,38.29225448876776,10.094465316711968,7.718923813609614,Low
rice,383.7,35.27211588319521,44.680691736588194,5.944098630558185,81.37446001758529,13.112026417638663,69.20976652647845,Low
maize,1068.4,22.802263515329052,61.207867588233334,7.458395523782095,54.05806862125524,43.1657188557001,22.31133388908362,High
rice,1068.4,37.36935951795826,43.90691889742012,7.306156323012001,107.24872590865593,39.865319761575776,68.65522458154759,Low
maize,723.3,29.748623964990273,51.59362058525157,8.461938616880566,102.20093918848508,76.36852320799022,15.43974600626642,Low
rice,723.3,37.891044537881825,52.615117737071984,5.927665505932492,65.42467980560886,75.8626589765553,48.516422276790536,Low
maize,1057.8,35.99710511894631,65.80089660761683,7.352208259316074,84.52313776856336,63.470648190684884,71.6080939258604,Medium
maize,1057.8,28.50427008938467,54.77091920995034,5.182083142603064,106.58521561754196,50.15763725955123,40.51547351741679,Medium
rice,1057.8,20.44938616640235,45.553795874976856,5.397761135438518,62.007456159001684,39.12202380447582,60.99250053525447,Medium
rice,1057.8,25.37354718769892,49.21200990017592,5.013714312328826,41.023835156214524,31.71339007463158,65.35037133916688,Medium
maize,2834.3,30.83268429321734,48.100155995365,8.498112383708856,91.67160585960184,76.03156602316666,60.237065653758435,Medium
maize,2834.3,32.669564396522944,93.51922388517642,7.807957940016172,30.307619300239555,50.21816085685142,74.39973026559487,Medium
rice,2834.3,25.157753708664046,81.76108788051604,7.753530551567392,49.68108202069484,48.43043957644959,38.512567288994646,High
jute,1631.8,22.78712148145648,93.22688058982591,6.7840412635086285,104.55863226728127,22.392584132668613,17.984407937386685,Medium
maize,1631.8,36.69860473598598,64.18572675793497,6.050234790169039,88.30856913097124,8.50233634138348,8.585829777685984,Low
rice,1631.8,39.68804361407104,55.310266491446114,5.529424995619365,51.43826560346241,75.88914348196583,23.484490222812884,Low
rice,1631.8,30.513803646053717,83.90612584650526,5.996361585962623,29.6956177769611,28.530144413349046,15.739812791018158,Medium
jute,1066.0,23.43358571696607,57.943965492263075,6.315899276751987,45.9363649457072,38.1941767493344,46.846155607586034,High
maize,1066.0,25.44614653038738,56.46608555379416,7.64708533943103,37.67197716115479,13.597995768928012,18.870900290879902,Low
rice,1066.0,20.367813530949334,52.78782957143072,6.8888162611610335,25.2502681135432,67.7693247431969,7.920028046702838,Medium
rice,1066.0,38.28597613120998,47.13234380233295,5.271192692944189,90.48328506005052,7.072387464194797,7.699237165150089,Low
rice,1066.0,22.355021657802823,54.10546835592213,5.0631015313561925,33.988036987769725,67.54930715743224,67.36771237736463,Medium
maize,405.3,31.53032951028507,59.54258616606383,5.358162628369221,57.22925906929284,15.52137595909751,49.35874485822686,Low
rice,405.3,25.48110441374412,77.06968144801517,6.436745497940827,49.37383638615254,71.49230844733641,31.856397642003362,High
banana,971.1,31.083560050315867,43.44106632206984,8.266175209671564,117.93889854309755,59.732947800211804,72.06710320551852,Low
maize,971.1,33.02840776703729,51.577881681593865,7.230908684232276,49.97560807704536,17.35026968804788,10.264745855578521,Low
rice,971.1,36.594836074144034,84.4963002160422,7.806390649564303,14.197985521626801,47.43634946446011,78.52415545458695,Low
jute,874.4,24.128425435212066,48.08070579710739,6.63231108076592,15.329961545789663,28.449223576641458,51.221884269084576,Medium
maize,874.4,20.21991657316961,58.84548305873868,6.26583129118265,72.93667795560245,18.36748241836876,18.759819047663633,Medium
maize,874.4,22.737712601376145,87.5562407021977,5.379401304508179,73.92680844990055,69.43866495583313,55.93018242327264,Medium
rice,874.4,38.0003728369621,48.52089211288934,8.065765577651717,53.157283905505324,35.2642074880422,62.253594483767195,Low
rice,874.4,37.47780155125031,44.550525959000446,7.74106010159766,54.66202461588341,34.89077857740369,37.20070875280808,Low
maize,1413.4,31.948262043406167,66.64958972940059,5.588413341592037,11.202247026700189,17.7415006104965,69.62244546841606,Medium
maize,1413.4,32.010337208673064,56.6330731203195,6.792911973566912,64.40284869476517,33.729925706433406,16.304930547235273,Medium
rice,1413.4,33.30073349092511,70.98746004661197,6.705811827724357,63.04503966874044,70.37126347466376,25.912818768320626,Medium
rice,1413.4,23.507425572468993,84.20926897659113,7.18782043440285,22.19817163404862,32.23465328672269,12.011927118799232,Medium
banana,1247.0,38.2882389184992,47.54316684840087,8.311654128969414,16.94152940275667,76.3702671874841,20.81583804555141,Low
jute,1247.0,28.375410497841465,71.93844965048567,7.029200046168679,19.210836418941405,75.97316744062906,22.904660893335876,Medium
maize,1247.0,27.66277056498995,67.80298182144251,6.890760433725165,16.61824834649473,15.867399448050952,73.82248931912827,Medium
maize,1247.0,30.37835410565675,47.92433323072598,5.176130265271324,75.11644248672738,18.298344014198364,10.858226656336715,Low
maize,1247.0,20.9393193355011,74.31991670409403,5.220176166063084,27.59550502633564,69.70055527489168,37.05613401407821,Medium
rice,1247.0,23.32566737512159,55.05022298234244,5.655713769643761,33.91446750155829,34.457068919353944,44.92990154201847,Medium
rice,1247.0,34.760672328527406,66.83088751992068,5.113647700921119,24.960796577415568,5.3280486712257,72.40197903516206,Low
