temperature,humidity,rainfall,soil_pH,disease_risk
26.34043268,55.59160391,35.1051197,8.016210782,Low
28.23494706,61.5620517,72.66666443,3.71105919,Low
27.04453473,49.32609633,48.25207759,5.49091063,Low
25.16125354,55.25435777,40.89732789,9.254089438,Low
27.3179125,51.66921088,32.55919573,6.005242945,Low
25.4123765,49.66474269,31.87416982,7.437078236,Low
31.21629982,46.01868196,53.1205277,3.808429173,Medium
30.573999,58.22686794,62.74803826,5.818219385,Low
25.42517036,53.2208266,46.19374559,4.52363558,Low
27.09400578,43.65305437,41.53749535,3.510404312,Low
24.30935081,56.32938343,58.99536268,6.030447288,Low
30.06142622,45.90067655,41.0550915,5.498340808,Medium
28.09568993,60.9835384,33.84110759,4.61136408,Low
26.33908791,40.00933429,55.50429227,5.545219232,Low
28.61409059,57.14218792,57.02891698,8.292875734,Low
28.70012137,44.359648,44.11622138,3.828031463,Low
24.21610338,59.79236306,42.24783476,8.869532817,Low
28.50677929,45.20094476,66.1761456,3.793575185,Low
25.97948991,64.95585424,72.19245835,4.193189124,Low
30.88482722,41.36561835,55.053805,7.661537348,Low
25.5042419,61.66852372,65.07981523,9.392694614,Low
25.12528913,51.33189406,38.48678973,4.516154055,Low
27.10508014,63.56791363,62.20279647,5.794289715,Low
31.1006247,44.82069159,70.79934452,7.354286985,Low
26.45707778,56.40226277,64.16167699,5.993513566,Low
30.04132304,63.56222995,31.83192392,8.620107545,Medium
27.77799528,54.82130787,50.28438729,9.45949344,Low
30.99256944,43.02151392,58.27600682,8.0344125,Medium
26.4908332,47.36534833,36.99362831,5.414492777,Low
31.96987867,57.17377029,64.25520357,6.276004336,Low
25.36140526,46.82652785,55.60523179,9.160691747,Low
25.54249137,56.96640758,48.46797044,7.887658711,Low
28.99319096,62.85948245,70.4713043,8.183844843,Low
29.34317422,60.50320928,34.03335472,9.072011412,Low
28.63618921,61.39451307,68.54877876,7.702287236,Low
24.83206631,44.17085032,52.0810886,5.88509677,Low
25.44689075,58.55363573,57.04826619,6.16496284,Low
31.01274943,62.40392519,63.77192383,3.504752314,Medium
27.06179658,52.3003173,60.74583498,7.388007483,Low
27.0956288,42.26206161,71.1271039,8.340398059,Low
28.56800579,57.30636014,64.53027638,8.66077954,Low
28.79929247,49.84213387,40.85534718,3.558822825,Low
27.94293692,45.41393636,69.66289997,5.9565851,Low
30.47757686,61.58245338,61.86633917,9.416003106,Medium
30.58139475,50.77148138,64.58559639,8.18422855,Medium
26.85911286,41.81420849,44.13827124,5.131779302,Low
26.31051759,61.18749126,35.73403813,6.294130313,Low
28.77833449,44.2252605,33.95825723,7.991902443,Low
28.90245417,43.35365671,71.90018566,8.923095695,Low
29.37687468,57.69622912,38.34303462,6.878498176,Low
24.17093241,58.25204566,59.18953429,5.243634849,Low
26.65333029,59.79023382,36.91852635,7.550090941,Low
28.19912143,53.50567601,52.13580529,8.709291688,Low
28.76488954,52.62741529,55.21606732,7.792508068,Low
29.3499706,61.25353851,40.82840673,8.055908858,Low
28.00937423,52.60950014,36.01203025,4.397698806,Low
26.85851927,48.8246387,34.7426459,5.952384957,Low
31.2123945,40.92604945,53.78769958,8.532078733,Medium
24.20422636,61.43378674,46.0203959,7.224193642,Low
29.98835437,49.60384796,52.92929636,4.931890506,Low
29.93964907,54.61813464,45.43669946,4.626212446,Low
31.2119298,41.55934359,68.80141783,5.026003659,Medium
26.80474415,48.23991436,43.87801983,3.5253661,Low
31.49398069,62.84916863,64.56807592,8.86979671,Medium
30.99694676,46.42693735,38.31597852,9.406887533,Medium
29.61253065,63.04749127,50.1978269,5.80428611,Low
29.97604322,57.03184356,44.86052932,8.35495812,Low
30.88883074,52.62696801,55.51932414,8.634929739,Medium
30.39321309,60.16299493,35.37493212,7.699200949,Low
30.43683729,55.20522037,30.92014047,5.261285926,Medium
25.32688786,63.18180319,32.71129281,9.112771682,Low
30.53684308,59.96664731,33.48919022,4.605700542,Medium
30.38257873,40.5926071,47.95406479,7.115994051,Low
24.01825377,53.76623369,35.03404425,7.214078621,Low
28.69841277,61.14754363,65.67591794,9.93509073,Low
29.33743412,49.00323081,42.44054315,8.914074888,Low
27.96583691,61.34900107,70.10472076,8.639586199,Low
24.86803974,48.27531965,63.9187654,8.621514073,Low
25.87682261,45.96341933,38.53254678,5.838508699,Low
31.01963639,49.9767522,32.81296548,3.532008668,Medium
27.43329405,87.80507732,54.73367631,7.18530147,Medium
28.3340432,80.77275974,38.7976407,7.034214276,Medium
27.01470397,84.34262707,55.296354,6.635968698,Medium
28.17432665,81.04554836,36.35720652,6.828187499,Medium
29.87888063,87.32761241,44.75215854,6.89077995,Medium
29.89232778,89.71503316,42.99498978,7.165121109,Medium
28.56212158,83.24855855,56.48265193,6.935804256,Medium
27.53592929,85.5701901,53.01899249,7.196774236,Medium
29.68361658,87.93598094,41.82490236,6.990095452,Medium
28.14448546,82.1193047,46.75690086,7.064782138,Medium
29.53037621,86.73346018,59.87232071,7.156563094,Medium
27.88352946,86.45147631,44.64407105,6.364967184,Medium
28.22471276,82.35916228,44.01206619,6.428054409,Medium
29.008124,84.96089355,45.91011391,6.664187809,Medium
29.75538903,86.45193297,37.54602719,6.637677489,Medium
29.78416743,85.16906976,40.77872823,6.79385576,Medium
27.8640132,80.4513142,42.83053902,6.852884643,Medium
27.11026483,84.96771717,51.52617423,7.121571293,Medium
27.11030369,83.64274107,49.11964582,6.883308033,Medium
28.95451232,89.07866095,57.65901369,6.421271178,Medium
29.21780035,87.93724219,43.1386631,6.54450214,Medium
28.7420098,85.81675947,48.54598575,6.452006451,Medium
29.65021184,80.29868321,56.76278363,6.489259136,Medium
27.23924995,86.404241,37.31236904,6.713410626,Medium
28.95172351,81.67085323,56.51103293,6.510840928,Medium
28.18837136,82.60629652,37.01110438,6.287380117,Medium
28.30041493,86.20681554,50.47333854,6.86308576,Medium
27.89636126,88.71782287,57.79863368,6.78415271,Medium
28.6899851,87.50436797,44.56598352,6.769415888,Medium
27.8262623,88.73100226,56.68833819,6.320768488,Medium
28.70562673,81.59200689,59.87065439,6.705008504,Medium
28.6362812,84.61431076,48.48319335,6.790736339,Medium
28.28511547,88.4393979,48.56690235,7.130278657,Medium
27.60887393,86.13316408,43.80041104,7.012740397,Medium
28.60901145,86.99495766,36.94616965,7.155685016,Medium
29.24598976,84.80084105,53.43228915,6.991242362,Medium
28.62911222,89.1148059,50.49913241,6.218923893,Medium
29.57329479,88.07505524,45.04467075,7.199495368,Medium
27.82684262,87.16679147,58.37249772,6.389882166,Medium
29.8757015,83.14796296,40.12044158,6.623438282,Medium
27.33684386,88.50229102,51.09802625,7.033012777,Medium
29.83040388,89.30428305,58.86687093,6.32400451,Medium
28.2753171,82.76020821,56.04995423,6.397636709,Medium
29.86860065,85.99127934,58.41394143,6.401455706,Medium
29.5888162,89.9939693,54.96121262,6.904587016,Medium
28.07219563,82.9116472,49.61865305,6.478557136,Medium
27.84026517,89.99615558,52.84626009,7.063022095,Medium
27.10818093,87.4512669,55.03723979,6.981758362,Medium
27.68515114,81.94268594,54.62243308,6.227134139,Medium
29.34594634,85.60472562,59.03629954,6.232836962,Medium
28.36319404,84.8593608,52.93031105,7.140437859,Medium
27.65280218,89.80650642,56.52558045,6.459252023,Medium
27.31372793,85.44815232,53.15223123,6.568795404,Medium
27.06909959,86.89934108,50.46746116,7.12851089,Medium
28.06642822,85.91625451,39.23831035,6.42937879,Medium
27.73329078,81.13903037,44.17580911,6.248900919,Medium
27.53632932,89.92908171,45.48591922,6.619891498,Medium
29.66461594,84.28187572,56.09542002,6.377568542,Medium
29.9145443,85.85384444,41.39081525,6.415459592,Medium
28.36363858,87.59810657,57.99524359,6.320662012,Medium
29.46416042,87.60890009,43.15411472,6.978400282,Medium
29.73013036,82.89166381,50.91511275,6.442335593,Medium
27.46852989,87.17649,43.78420984,7.184398832,Medium
27.77076285,87.09979549,49.50812624,6.402926221,Medium
29.12939524,88.48312598,36.45012824,7.085982325,Medium
27.10606808,89.89593328,37.45680611,6.698574085,Medium
28.88078945,86.94206817,53.79732545,6.594739424,Medium
28.14720892,83.8001509,37.44800463,6.647965508,Medium
29.89129144,80.14487166,54.7960127,7.120032489,Medium
27.41503453,80.98004661,40.53173216,6.91380932,Medium
29.27308605,89.4875022,50.9246554,7.073048264,Medium
29.65296893,88.48587386,56.01913159,6.5304707,Medium
28.44524991,82.67639542,58.18713162,6.684381357,Medium
27.96235681,83.97586797,48.9366954,6.581351374,Medium
29.25649321,81.97952224,42.02483277,6.86483915,Medium
28.36291385,88.00989267,43.05130077,6.487124217,Medium
27.62749466,86.49366929,39.26137642,6.605733068,Medium
28.66086349,86.12194568,50.01534317,6.860602782,Medium
29.2114218,87.11497805,51.53848218,6.41874299,Medium
29.40889385,86.16063492,53.35486977,6.365513634,Medium
28.02952623,84.8845732,36.12042927,6.556372966,Medium
28.08657178,80.35005927,38.14476781,6.760694228,Medium
29.16174608,80.28038146,40.16545979,6.715276663,Medium
29.8596912,80.03499648,50.66487502,6.666380512,Medium
29.06631494,83.6869203,43.95183726,6.626629798,Medium
27.38538997,88.66663953,58.29933073,6.702772465,Medium
27.93034941,85.42058715,43.25095608,7.011030515,Medium
29.2808618,81.8009244,44.47427436,6.890156495,Medium
28.9973145,83.78911515,59.84499208,6.821747052,Medium
27.92678579,86.5543196,43.4826194,7.183189922,Medium
28.5474135,88.9570454,49.4897245,6.27258822,Medium
29.36488409,89.1886954,48.30159325,6.679127482,Medium
28.56149805,83.63802195,41.013132,6.689825155,Medium
28.43683487,87.91332682,43.12063289,6.583381939,Medium
28.79728147,80.45744422,44.30070517,6.725551062,Medium
28.7275267,89.12760359,58.52974279,7.069747814,Medium
27.95639663,83.52706038,43.25726752,6.921993878,Medium
28.17458662,83.69659318,37.2464655,6.770955317,Medium
28.77653519,86.69133979,56.12443206,6.983130466,Medium
28.438097,83.48991368,52.55469976,6.267684328,Medium
29.48439992,63.19915325,71.89090748,7.454532137,Low
26.73433965,68.13999721,67.15096376,7.040056094,Low
26.27274407,62.28814857,70.23207557,7.418650668,Low
34.03679184,67.21113844,73.23573601,6.501869314,Medium
28.03644051,65.06601664,72.49507741,6.814410928,Low
28.81460716,65.33538112,62.26242533,7.581442888,Low
34.03619494,64.28791388,66.85510868,7.741418772,Low
33.8642935,61.57072498,68.02199825,6.573531614,Low
32.84213012,68.68401492,73.67166182,7.543804223,Medium
27.10053268,63.36085585,73.84949872,6.5408208,Low
25.65842532,61.18235808,69.28607828,7.22405917,Low
32.34744009,66.61452812,64.55882254,7.551364319,Medium
29.58949031,68.32176769,67.53021213,6.928898659,Low
30.91219459,68.79427388,66.63830637,7.747775263,Medium
28.12787838,64.2097765,70.86340755,6.706505915,Low
30.08545364,69.34811988,67.1367443,6.668238556,Medium
31.74379487,62.51007687,68.97097538,7.332375138,Low
27.81326852,62.50460464,69.75555541,7.596802025,Low
32.88733849,64.59457409,71.50569456,7.70650895,Low
29.36358721,64.98742947,61.91208707,7.366542647,Low
27.82592799,67.5861883,74.01229707,6.919243702,Low
28.49538735,60.44848407,74.91559514,7.187721818,Low
27.74274761,68.53997144,71.78615328,7.075886472,Low
30.41588462,67.66323804,63.02473185,6.74441168,Medium
27.3254209,69.09047809,61.19250859,6.726469088,Low
30.28496619,61.69295127,65.62859526,6.628264883,Low
28.56840626,61.53278622,63.49726331,7.127064207,Low
25.36586097,66.6379724,65.81655892,7.538631462,Low
34.9466155,65.26774011,70.1415139,7.162357641,Medium
25.09737391,67.72837887,74.61649888,6.859409487,Low
32.47648301,64.34848735,65.820457,7.397190844,Low
33.86351172,68.59232289,69.24464096,6.880245789,Medium
25.19857725,60.37332688,70.88787207,6.581313137,Low
31.77681682,69.01852894,61.46892873,7.296972161,Medium
34.89814946,63.59948557,64.72797143,6.97297656,Low
31.74105409,68.63525428,62.3061735,7.241148507,Medium
27.16159076,66.76017239,69.85112265,6.92009048,Low
26.23773129,67.88521396,73.58663968,7.504608385,Low
30.20157245,60.06534859,66.37171179,7.152272256,Low
31.55846339,67.83563765,74.86960831,7.137004749,Medium
29.67892453,69.0854554,65.66436565,6.808041722,Low
27.05365239,67.7017527,60.4693835,7.393631868,Low
34.63880966,61.38597868,72.43169115,7.69950698,Low
33.39438752,62.93692886,63.57445989,6.602888249,Low
28.84079155,63.37230676,70.25496749,6.734447425,Low
31.49338309,63.0563645,71.48327008,6.521217963,Low
25.54960633,63.95425534,63.1830529,7.707332484,Low
34.37329112,69.69366426,70.27184748,6.596719015,Medium
34.6008247,63.11296779,60.41790253,7.403623355,Low
29.43463808,64.94329356,72.17818157,7.517097,Low
29.10713092,67.90577375,67.83345933,7.17620823,Low
28.57006111,65.71765781,70.0866434,6.593961761,Low
27.54384835,69.3478631,69.40878198,7.143942758,Low
33.04687968,68.93875631,62.30278274,6.690655045,Medium
33.95309131,69.96100028,61.16350463,7.423530351,Medium
30.11873003,60.11680815,71.72980375,6.578714843,Low
29.57812712,66.17587668,69.43895491,7.497469256,Low
27.26458947,68.01232937,68.91754359,7.775306272,Low
31.35730791,64.24992106,63.85668948,7.322555223,Low
31.52104732,66.55723677,61.71111448,7.580527339,Medium
29.39982732,64.25510719,67.47677295,7.108450121,Low
29.38400259,64.14928485,65.24194361,7.358974541,Low
28.38686534,61.88871127,74.24459122,7.405176138,Low
28.47442276,63.53604453,69.5274407,6.500144962,Low
30.64095781,61.14508627,71.36947525,7.167435834,Low
25.25596239,61.36669662,68.64685069,7.261791753,Low
32.97030511,60.18122078,73.44678678,7.586642101,Low
33.66855394,66.60416867,67.32520551,7.534811833,Medium
32.83963757,67.99803573,73.40452716,7.251000789,Medium
27.45853567,62.90020977,69.46020927,6.513620918,Low
25.68576704,69.84354028,74.62068748,7.121254928,Low
30.0328403,64.14800537,71.21006868,7.574561547,Low
28.20667264,68.27085245,64.32887142,7.350869792,Low
28.27265858,61.18956161,63.29900785,7.513151076,Low
28.5417236,64.2020154,69.68862306,7.025607706,Low
26.87187036,61.61367264,63.51822045,6.804253866,Low
32.79766751,68.77994074,64.11411069,7.163043872,Medium
26.42333018,64.51136845,63.46546487,7.338929556,Low
29.79181107,63.38789228,63.02169909,6.621323612,Low
27.44003279,67.10464369,72.50669768,6.661870999,Low
34.1262979,65.14877461,70.40795007,7.733149554,Medium
30.94908189,64.23364112,62.78730907,7.402891666,Low
28.75751783,61.02701476,73.37686831,6.599147298,Low
27.24766491,66.10123083,62.31842057,7.04174124,Low
28.63005477,66.770943,62.2737345,7.353876754,Low
26.41768321,63.64698302,64.42177127,7.026795359,Low
32.81705216,66.15665137,68.83924882,6.814301033,Medium
29.6321052,65.91359954,71.16331975,7.42160832,Low
33.49077065,62.73317204,65.45328463,6.847382891,Low
31.86847286,66.74217464,74.22238583,7.191522601,Medium
30.32992227,65.62971858,71.64631281,7.01285529,Medium
28.546224,66.31394098,62.83469851,7.368318809,Low
30.02629908,67.88811637,66.47264636,7.26154329,Medium
31.65531175,60.13263713,66.69096751,6.52669158,Low
30.33499674,63.54718862,74.16699119,6.872594461,Low
33.36984395,65.67718163,64.89517488,6.874142175,Medium
31.4345059,62.99303471,64.77651469,7.76061831,Low
27.71678273,63.29103387,68.56507978,6.781841984,Low
32.63918668,61.3009051,61.83876146,7.326980454,Low
32.7477393,67.77954584,63.37784443,7.453975408,Medium
28.05153602,63.49802189,43.35795377,7.604110177,Low
19.44084326,63.27771461,46.83130119,7.728832424,Low
29.84823072,60.63872613,46.80452595,7.491217102,Low
21.36383757,69.92375891,46.6352865,6.633864582,Low
26.28663931,68.51966729,46.13833007,7.324863481,Low
22.17499963,62.13873825,53.46622584,6.410441476,Low
26.57597546,60.97876599,50.89110726,7.836719564,Low
26.58972517,66.14007674,50.90994463,6.139215944,Low
19.1345771,62.57526895,36.46946971,6.590571088,Low
28.75273118,69.15640149,35.15426171,7.286049978,Low
25.78746268,60.2816298,49.14337177,6.058306161,Low
23.89271875,61.78779413,52.55730112,6.658605362,Low
28.67408774,63.18832976,42.96018627,7.299360767,Low
28.42062847,61.77336343,49.02366803,7.815210661,Low
21.35499456,62.60136323,41.78219834,5.925391795,Low
21.12695586,63.18738532,38.71834464,6.403683619,Low
24.02037872,61.62313345,49.78102578,7.397546271,Low
25.40474421,65.8567539,51.92057267,7.722335992,Low
29.03017561,64.49166566,54.9393771,7.475926645,Low
20.21368219,68.65257685,50.89732989,6.887130053,Low
29.19585548,68.01965728,44.93261911,7.441976825,Low
18.29783597,69.6897615,49.39111479,7.629910253,Low
27.41434987,63.41785982,44.43177543,7.336117221,Low
24.84063998,60.09116626,48.77790371,6.75020529,Low
29.94413861,67.31323084,40.37113729,7.52178027,Low
25.87990287,67.55109024,47.89645224,6.347379185,Low
20.0467711,65.84395319,46.05333124,7.135251532,Low
22.99451999,66.70897237,54.49044154,7.670178119,Low
25.13163619,66.92642362,49.04015558,7.399749291,Low
28.49584395,62.44616219,53.14531023,7.841496029,Low
18.28766124,69.48515056,48.60449438,6.254216611,Low
24.38041875,61.18458224,53.13946695,6.868881708,Low
21.31852148,66.43934593,45.42616802,7.320514721,Low
18.54141834,62.70637578,44.07819743,6.296976913,Low
25.28710601,60.85993533,49.37369982,7.241151936,Low
25.43459777,69.12613376,41.02682925,7.685959305,Low
28.83600962,69.76112921,44.08562546,6.890760124,Low
27.37659643,63.93927841,49.47371773,6.155915975,Low
28.31886863,60.19461399,45.36521251,6.167855382,Low
27.4818649,62.04814951,37.81123974,6.861640036,Low
18.28072173,68.10365387,48.80253285,6.978361689,Low
27.61204997,69.29786244,42.72374404,7.043160241,Low
23.43974653,63.22011726,45.40277297,5.94239222,Low
20.95628486,63.68128841,52.39881209,7.239455147,Low
23.7937153,68.03209183,49.73922097,6.516317561,Low
22.6371424,65.44544859,38.30411077,6.233269045,Low
21.53577883,65.47227704,35.75107592,7.505283615,Low
29.87854588,65.73085206,44.95654782,6.950300686,Low
25.2653291,67.10004577,48.33941188,6.958054839,Low
25.17885316,68.93307305,35.03484812,6.54803469,Low
24.12192608,61.09533545,44.23629285,6.461618577,Low
23.33565221,67.40460704,36.18678721,7.065264073,Low
21.74600081,63.39503184,50.43306085,6.765091462,Low
27.60195453,63.46170674,54.37814199,5.91645379,Low
24.388717,62.50453062,47.26052494,6.711341147,Low
24.98287462,66.895409,38.21370568,6.379881442,Low
28.234829,69.3159965,35.36831423,6.313284268,Low
26.03026959,69.55863145,37.11395801,7.393210848,Low
28.04849594,64.07691942,37.15824966,7.504930973,Low
24.87425505,64.00213929,48.28137482,7.198076286,Low
23.97081395,62.35557553,53.40906048,7.007037515,Low
20.06003985,67.76252583,42.89509057,6.677262562,Low
19.59221047,61.28633405,41.7704893,6.74398035,Low
29.77013109,66.29327012,35.69674138,6.547361618,Low
27.52135365,60.53657684,48.06491307,6.551577598,Low
25.62896213,63.14909763,45.49683991,6.585020303,Low
20.39078312,60.47528931,53.31508572,6.924042372,Low
25.39038396,60.4989659,39.18374505,7.437373666,Low
24.91079638,60.71367427,42.19740397,7.142611056,Low
27.70496805,63.20915034,37.46160727,7.74672376,Low
18.06486101,65.1034354,51.54922825,6.300479414,Low
18.13027797,62.45851612,50.6128521,6.078724107,Low
23.82723528,67.89815262,46.90725077,6.76660668,Low
23.19305333,62.74710773,49.55213308,7.641024177,Low
25.08966129,68.17543102,41.45486619,6.559681838,Low
25.86928193,61.88321072,36.68284038,7.072923306,Low
18.43966037,68.05394959,39.00992137,7.732194788,Low
27.14911056,67.02664337,52.50812701,6.157782589,Low
23.33375853,64.50515776,47.01510708,7.240988401,Low
26.7230014,62.96841833,42.87274897,6.898905799,Low
19.55750776,64.45268309,53.04669416,6.818681086,Low
26.13708256,66.7729209,46.48280681,6.261937875,Low
27.99990346,65.57653373,49.94043064,6.493036868,Low
29.05941162,62.10652364,36.5011366,7.042474679,Low
25.71269843,64.1123333,50.17067771,7.692013657,Low
21.79792649,63.73086065,46.62370222,6.250994223,Low
24.70626432,60.26854183,53.12442925,6.052184881,Low
20.94981756,65.8108757,44.23913012,7.002216044,Low
24.84918386,68.98088448,41.61080544,7.272427638,Low
21.91041045,65.21662467,36.10211371,5.962001484,Low
25.93381964,68.70533022,51.02372773,7.080506001,Low
29.82112112,69.4073209,51.56461082,6.593798387,Low
27.52185591,63.13215259,45.20841071,7.28805662,Low
27.99627907,68.6428593,46.10585191,7.32710972,Low
20.76774783,63.90164154,47.9271552,6.366355781,Low
23.05276444,60.424786,52.60285259,7.011121216,Low
21.65845777,63.58337146,38.07659414,6.280725549,Low
26.25070298,67.62779652,40.8106299,7.621494566,Low
20.97195263,63.83179889,53.10207889,7.630424083,Low
23.89736406,66.32102048,40.74536757,7.802212437,Low
24.55981624,91.63536236,111.9684622,5.922935513,High
19.65690085,89.93701023,108.0458926,5.937649578,High
18.78359608,87.4024767,102.5184759,6.804781106,High
24.1469628,94.5110662,110.2316633,6.424670614,High
22.44581266,89.90147027,109.3905998,6.738016221,High
24.96273236,92.40501423,109.4169192,6.497366677,High
22.5526059,89.3259486,104.8955643,6.327673765,High
22.77035608,91.45498527,106.9659201,6.36137446,High
19.20090378,94.27659596,108.0423555,6.923509371,High
23.12808226,92.68328358,109.3930157,6.630646083,High
24.92639065,85.19098079,104.7693804,5.832525853,High
24.77464458,85.63608688,105.7595811,6.738993954,High
19.8671184,86.35590206,108.3168858,5.782435567,High
24.26601316,93.7974061,104.5375109,6.537042717,High
23.62600218,89.73266695,107.6836871,6.145104401,High
19.67832052,89.08935702,108.5468633,6.890784045,High
22.36509395,92.30882391,104.8216333,7.175344328,High
21.57936934,94.88267728,102.8593382,5.938528744,High
18.26233221,88.16779129,108.0756727,5.709380472,High
23.71028128,89.61794165,105.6499907,6.184400085,High
22.48720144,89.9224883,111.6631582,6.553509673,High
21.6602498,94.79397419,112.4349689,5.885638185,High
20.13037175,89.31505137,107.3416913,6.143874691,High
18.41164435,91.11927248,105.1834976,6.101198974,High
19.68291173,89.75272999,111.2818551,6.594037135,High
23.20242586,91.19442671,109.0946323,6.859840821,High
18.92157197,87.31290342,102.8013275,6.56893406,High
22.10621387,91.34039616,106.8704803,6.769855664,High
18.47412402,89.68919664,108.4758509,7.130837931,High
19.81069447,88.92944254,102.860084,5.740338002,High
24.4880844,90.83687246,103.1969341,5.843005428,High
18.75927679,89.93457597,111.0196744,6.648687274,High
19.54128063,90.29751796,104.3739878,6.902751061,High
18.91251245,87.74938524,111.2800516,6.608023872,High
19.91330523,94.95031368,104.0277061,6.828522375,High
19.72620525,89.64934166,108.2287276,6.910374919,High
23.83185873,87.84034604,111.2232716,6.306605528,High
24.94467632,94.25702672,103.8799347,7.009180374,High
24.692258,93.87030088,104.6735454,6.297907579,High
24.72485577,85.56083187,111.2787584,6.728599215,High
20.12644921,87.59629625,108.065579,6.965156738,High
21.02432943,93.0569505,104.7847006,5.578095745,High
22.40423537,88.1508343,109.8695196,7.199504273,High
20.33691147,89.38003827,110.9653137,5.841367187,High
24.24779615,85.56033312,106.9216033,6.710143266,High
24.81530144,91.90842992,109.2853418,5.972714857,High
19.66329768,87.95158129,106.0380805,5.561851831,High
22.43377991,90.3396556,112.459697,6.107054808,High
22.92052307,85.12912161,110.2437841,6.988035315,High
22.91843172,85.40695044,106.2817706,7.13147457,High
24.88244467,89.39686219,107.1951707,7.086947687,High
23.40981539,93.13277,105.2240743,6.749260456,High
21.20725375,94.26304717,107.5660804,7.16300467,High
18.20230419,91.12282162,109.6623974,7.013481515,High
22.34375696,89.7870345,103.3183074,5.648243649,High
24.32770134,90.88292835,110.4606459,6.610251186,High
19.75088482,88.71691157,102.5538035,7.054313823,High
19.86173586,86.19740917,111.0217929,6.026999326,High
18.07132963,93.14554876,106.3602023,5.779427402,High
23.89162561,89.61850203,104.617522,6.535244251,High
23.98598756,93.34236582,104.991282,5.684995235,High
20.93892916,85.42912869,103.0295938,6.12476108,High
20.82210727,87.22815682,109.4429934,6.999014379,High
20.86474944,91.61793636,106.8685636,6.277148771,High
24.45840036,86.10874614,111.3779693,6.322396027,High
24.51147697,90.64498715,105.6209954,5.956401828,High
24.56811204,92.03009222,110.9633894,6.591302797,High
24.63228709,89.01574455,110.6956184,7.104094929,High
20.07386547,90.97819712,103.7084055,6.407872061,High
21.80523051,94.63612858,102.6488846,6.658402594,High
22.8122645,86.34233767,110.4432293,6.276038961,High
22.73031253,88.48567856,104.6843243,6.825256236,High
23.2801227,94.94330457,111.1382096,6.368560522,High
19.30106297,87.1775172,105.4766591,7.005410734,High
19.0087067,88.83768149,108.6793978,6.897368477,High
24.35193812,90.88612388,105.529185,6.152906502,High
24.72235539,88.87651295,112.1926517,5.744361602,High
21.92513945,94.46485312,111.7162016,7.051654924,High
24.83954414,86.88738076,107.6435771,6.034612928,High
18.09691127,90.42177379,104.88189,6.924490731,High
20.24104904,91.08706822,109.2537734,6.887005997,High
23.22594,94.42971362,105.6917856,6.8444019,High
23.50128217,92.97527546,106.61905,5.786058032,High
19.44623085,89.02127045,106.1606833,5.627186257,High
20.51343484,92.51675903,110.5764023,5.700088663,High
18.90223032,94.99897537,107.6103211,5.567805185,High
18.90592319,89.24126808,112.4750941,6.077886012,High
22.63045168,88.45577158,109.0357597,6.397995609,High
19.38603815,86.79058496,109.9130984,5.767372539,High
24.38318965,91.19431555,103.6012114,7.079973241,High
23.77989026,92.93386903,106.977723,5.893332378,High
22.59890174,93.16343942,110.0932899,7.058222596,High
24.37766782,85.4017118,106.128338,5.78270695,High
20.89273273,91.07776977,104.4407083,6.269663963,High
18.09903225,85.70786282,107.0050976,5.892913826,High
20.00218987,85.83618191,112.337046,7.116538883,High
19.85139326,89.80732335,102.8186358,6.430163481,High
21.25433607,92.65058936,106.2784673,7.159520979,High
23.65374106,93.32657504,109.8076178,6.431265737,High
23.88404783,86.20613842,108.3121789,6.082571701,High
29.36792366,76.24900101,92.82840911,6.149934034,Low
27.33368994,83.67675197,101.0494791,5.849076099,High
27.40053601,82.96221306,104.9378,6.276800323,High
29.3159075,80.11585705,90.10978128,5.926824754,Medium
26.05433004,79.39654531,113.2297373,5.519088423,Medium
25.86632408,84.42379269,114.5357503,6.079178788,High
27.00932084,80.18546798,97.32531705,6.13465588,Medium
29.55054817,78.06762846,99.34482238,5.808497604,Low
26.28845991,83.390039,113.8729798,5.891458107,High
29.16226551,76.16151562,100.0075679,5.816622479,Medium
28.65003945,82.68752542,98.75084366,5.843163161,Medium
29.07311132,76.50045221,100.1692639,6.376756633,Medium
28.08166093,75.26429821,118.2761894,5.623615687,Medium
27.1994597,78.8086068,99.72430835,5.91505509,Low
28.05484146,78.04602887,108.3957179,6.458714879,Medium
25.14748006,83.34688193,98.66679427,5.565028635,Medium
25.94019018,78.3422098,119.84797,6.211833161,Medium
27.66752761,79.68542782,108.66464,6.490074429,Medium
25.56703012,75.94067692,102.7867717,5.590236025,Medium
28.6956201,82.54195839,116.1616839,6.225225239,High
26.33544853,76.8532006,118.6858263,6.190757459,Medium
25.93730186,78.89864446,98.21747528,5.915568968,Low
25.13686519,84.88394407,91.46442491,6.195152442,Medium
27.50527651,80.79783998,105.0776992,6.156373499,High
26.21009246,82.34429458,112.0700033,6.313197204,High
29.10403455,79.19588629,92.07835761,6.324270089,Low
29.2440638,77.32017166,90.66727868,5.707488987,Low
25.56202173,77.38229006,93.10247183,6.119216009,Low
26.3985515,81.36028902,98.16752001,5.571401169,Medium
28.09577643,77.79586769,109.5408614,5.63127166,Medium
27.84767901,83.31110751,117.2878912,6.101241579,High
27.39341554,81.4654833,94.31102057,6.438137279,Medium
25.14517635,81.38204104,119.218154,6.098369122,High
28.65456263,79.28693687,102.4633775,5.695267822,Medium
29.16093424,76.67484233,109.575944,5.618094446,Medium
27.57278064,82.0638878,91.34276507,6.435785799,Medium
25.40909896,82.36208097,112.9794804,6.176644228,High
